State,SC Code,SC Name,Total Population
JAMMU & KASHMIR,1,Barwala,33225
JAMMU & KASHMIR,2,Basith,24407
JAMMU & KASHMIR,3,Batwal,43945
JAMMU & KASHMIR,4,"Chamar or Ramdasia, Chamar-Ravidas, Chamar-Rohidas",212032
JAMMU & KASHMIR,5,"Chura, Bhangi, Balmiki, Mehtar",6918
JAMMU & KASHMIR,6,Dhyar,8343
JAMMU & KASHMIR,7,"Doom or Mahasha, Dumna",193803
JAMMU & KASHMIR,8,Gardi,4596
JAMMU & KASHMIR,9,Jolaha,306
JAMMU & KASHMIR,10,Megh or Kabirpanthi,359105
JAMMU & KASHMIR,11,Ratal,2784
JAMMU & KASHMIR,12,Saryara,15825
JAMMU & KASHMIR,13,Watal,146
HIMACHAL PRADESH,1,Ad Dharmi,6217
HIMACHAL PRADESH,2,"Badhi, Nagalu",22352
HIMACHAL PRADESH,3,"Balmiki,  Bhangi,  Chuhra, Chura,  Chuhre",34690
HIMACHAL PRADESH,4,Bandhela,58
HIMACHAL PRADESH,5,Bangali,4294
HIMACHAL PRADESH,6,Banjara,3285
HIMACHAL PRADESH,7,Bansi,1419
HIMACHAL PRADESH,8,Barad,5890
HIMACHAL PRADESH,9,"Barar, Burar, Berar",116
HIMACHAL PRADESH,10,Batwal,16690
HIMACHAL PRADESH,11,"Bauria, Bawaria",497
HIMACHAL PRADESH,12,Bazigar,2365
HIMACHAL PRADESH,13,"Bhanjra, Bhanjre",4917
HIMACHAL PRADESH,14,"Chamar, Jatia Chamar, Rehgar,  Raigar,  Ramdasi, Ravidasi,  Ramdasia,  Mochi",458838
HIMACHAL PRADESH,15,Chanal,24340
HIMACHAL PRADESH,16,"Chhimbe, Dhobi",18076
HIMACHAL PRADESH,17,Dagi,4683
HIMACHAL PRADESH,18,Darain,544
HIMACHAL PRADESH,19,"Darai, Daryai",10982
HIMACHAL PRADESH,20,"Daule, Daole",4134
HIMACHAL PRADESH,21,"Dhaki, Toori",9657
HIMACHAL PRADESH,22,Dhanak,172
HIMACHAL PRADESH,23,"Dhaogri, Dhuai",1606
HIMACHAL PRADESH,24,"Dhogri, Dhangri, Siggi",6033
HIMACHAL PRADESH,25,"Doom, Doomna, Dumna, Dumne,  Mahasha",83757
HIMACHAL PRADESH,26,Gagra,33
HIMACHAL PRADESH,27,"Gandhila, Gandil Gondola",92
HIMACHAL PRADESH,28,Hali,43218
HIMACHAL PRADESH,29,Hesi,3209
HIMACHAL PRADESH,30,Jogi,21096
HIMACHAL PRADESH,31,"Julaha, Julahe, Kabirpanthi,  Keer",155956
HIMACHAL PRADESH,32,"Kamoh, Dagoli",316
HIMACHAL PRADESH,33,Karoack,38
HIMACHAL PRADESH,34,Khatik,587
HIMACHAL PRADESH,35,"Kori, Koli",499473
HIMACHAL PRADESH,36,Lohar,170046
HIMACHAL PRADESH,37,"Marija, Marecha",26
HIMACHAL PRADESH,38,Mazhabi,460
HIMACHAL PRADESH,39,Megh,1779
HIMACHAL PRADESH,40,Nat,311
HIMACHAL PRADESH,41,Od,1135
HIMACHAL PRADESH,42,Pasi,1496
HIMACHAL PRADESH,43,Perna,15
HIMACHAL PRADESH,44,"Phrera,  Pherera",1744
HIMACHAL PRADESH,45,"Rehar, Rehara",3018
HIMACHAL PRADESH,46,Sanhai,2585
HIMACHAL PRADESH,47,Sanhal,220
HIMACHAL PRADESH,48,"Sansi, Bhedkut, Manesh",2276
HIMACHAL PRADESH,49,Sansoi,1389
HIMACHAL PRADESH,50,Sapela,62
HIMACHAL PRADESH,51,"Sarde, Sarera, Sarare, Siryare,  Sarehde",15943
HIMACHAL PRADESH,52,Sikligar,1476
HIMACHAL PRADESH,53,Sipi,26907
HIMACHAL PRADESH,54,Sirkiband,63
HIMACHAL PRADESH,55,Teli,9425
HIMACHAL PRADESH,56,"Thathiar, Thathera",662
HIMACHAL PRADESH,57,Barwala,285
PUNJAB,1,Ad Dharmi,1017192
PUNJAB,2,"Balmiki, Chuhra, Bhangi",866953
PUNJAB,3,Bangali,4690
PUNJAB,4,"Barar, Burar, Berar",8451
PUNJAB,5,"Batwal, Barwala",19979
PUNJAB,6,"Bauria, Bawaria",125259
PUNJAB,7,Bazigar,241125
PUNJAB,8,Bhanjra,3659
PUNJAB,9,"Chamar, Jatia Chamar, Rehgar,  Raigar,  Ramdasi,  Ravidasi, Ramdasia, Ramdasia Sikh,  Ravidasia,  Ravidasia Sikh",2078132
PUNJAB,10,Chanal,97
PUNJAB,11,Dagi,322
PUNJAB,12,Darain,865
PUNJAB,13,"Deha, Dhaya, Dhea",10560
PUNJAB,14,Dhanak,89406
PUNJAB,15,"Dhogri, Dhangri, Siggi",391
PUNJAB,16,"Dumna, Mahasha, Doom",202710
PUNJAB,17,Gagra,799
PUNJAB,18,"Gandhila, Gandil Gondola",3513
PUNJAB,19,"Kabirpanthi, Julaha",84711
PUNJAB,20,Khatik,14482
PUNJAB,21,"Kori, Koli",24921
PUNJAB,22,"Marija, Marecha",260
PUNJAB,23,"Mazhabi, Mazhabi Sikh",2633921
PUNJAB,24,Megh,141023
PUNJAB,25,Nat,3902
PUNJAB,26,Od,32061
PUNJAB,27,Pasi,39111
PUNJAB,28,Perna,68
PUNJAB,29,Pherera,80
PUNJAB,30,Sanhai,359
PUNJAB,31,Sanhal,1538
PUNJAB,32,"Sansi, Bhedkut, Manesh",122201
PUNJAB,33,Sansoi,456
PUNJAB,34,Sapela,5872
PUNJAB,35,Sarera,14419
PUNJAB,36,Sikligar,11807
PUNJAB,37,Sirkiband,57555
PUNJAB,38,Mochi,8763
PUNJAB,39,"Mahatam, Rai Sikh",516695
CHANDIGARH,1,Ad Dharmi,3495
CHANDIGARH,2,Bangali,589
CHANDIGARH,3,"Barar,  Burar or Berar",243
CHANDIGARH,4,"Batwal, Barwala",281
CHANDIGARH,5,Bauria or Bawaria,410
CHANDIGARH,6,Bazigar,1748
CHANDIGARH,7,"Balmiki, Chura or Bhangi",79458
CHANDIGARH,8,Bhanjra,325
CHANDIGARH,9,"Chamar,  Jatia Chamar,  Rehgar,   Raigar,   Ramdasi or Ravidasi",59957
CHANDIGARH,10,Chanal,86
CHANDIGARH,11,Dagi,98
CHANDIGARH,12,Darain,78
CHANDIGARH,13,Dhanak,2858
CHANDIGARH,14,"Dhogri,  Dhangri or Siggi",127
CHANDIGARH,15,"Dumna,  Mahasha or Doom",660
CHANDIGARH,16,Gagra,92
CHANDIGARH,17,Gandhila or Gandil Gondola,95
CHANDIGARH,18,Kabirpanthi or Julaha,4313
CHANDIGARH,19,Khatik,2608
CHANDIGARH,20,Kori or Koli,4023
CHANDIGARH,21,Marija or Marecha,60
CHANDIGARH,22,Mazhabi,3166
CHANDIGARH,23,Megh,468
CHANDIGARH,24,Nat,225
CHANDIGARH,25,Od,94
CHANDIGARH,26,Pasi,21063
CHANDIGARH,27,Perna,33
CHANDIGARH,28,Pherera,23
CHANDIGARH,29,Sanhai,32
CHANDIGARH,30,Sanhal,90
CHANDIGARH,31,"Sansi,  Bhedkut or Manesh",3795
CHANDIGARH,32,Sansoi,263
CHANDIGARH,33,Sapela,47
CHANDIGARH,34,Sarera,467
CHANDIGARH,35,Sikligar,426
CHANDIGARH,36,Sirkiband,461
UTTARAKHAND,1,Agariya,3239
UTTARAKHAND,2,Badhik,313
UTTARAKHAND,3,Badi,2147
UTTARAKHAND,4,Baheliya,3539
UTTARAKHAND,5,Baiga,179
UTTARAKHAND,6,Baiswar,127
UTTARAKHAND,7,Bajaniya,361
UTTARAKHAND,8,Bajgi,23732
UTTARAKHAND,9,Balahar,79
UTTARAKHAND,10,Balai,733
UTTARAKHAND,11,Balmiki,112383
UTTARAKHAND,12,Bangali,22015
UTTARAKHAND,13,Banmanus,11
UTTARAKHAND,14,Bansphor,653
UTTARAKHAND,15,Barwar,462
UTTARAKHAND,16,Basor,177
UTTARAKHAND,17,Bawariya,81
UTTARAKHAND,18,Beldar,519
UTTARAKHAND,19,Beriya,149
UTTARAKHAND,20,Bhantu,32
UTTARAKHAND,21,Bhuiya,1921
UTTARAKHAND,22,Bhuyiar,4796
UTTARAKHAND,23,Boria,60
UTTARAKHAND,24,"Chamar,  Dhusia,  Jhusia,  Jatava",548813
UTTARAKHAND,25,Chero,40
UTTARAKHAND,26,Dabgar,36
UTTARAKHAND,27,Dhangar,1240
UTTARAKHAND,28,Dhanuk,1486
UTTARAKHAND,29,Dharkar,216
UTTARAKHAND,30,Dhobi,18300
UTTARAKHAND,31,Dom,30140
UTTARAKHAND,32,Domar,155
UTTARAKHAND,33,Dusadh,2759
UTTARAKHAND,34,Gharami,171
UTTARAKHAND,35,Ghasiya,418
UTTARAKHAND,36,Gond,3143
UTTARAKHAND,37,Gual,1128
UTTARAKHAND,38,Habura,866
UTTARAKHAND,39,Hari,340
UTTARAKHAND,40,Hela,5
UTTARAKHAND,41,Kalabaz,339
UTTARAKHAND,42,Kanjar,4689
UTTARAKHAND,43,Kapariya,189
UTTARAKHAND,44,Karwal,222
UTTARAKHAND,45,Khairaha,246
UTTARAKHAND,46,Kharwar (excluding Benbansi),1088
UTTARAKHAND,47,Khatik,8382
UTTARAKHAND,48,Khorot,187
UTTARAKHAND,49,Kol,11977
UTTARAKHAND,50,Kori,40245
UTTARAKHAND,51,Korwa,100
UTTARAKHAND,52,Lalbegi,28
UTTARAKHAND,53,Majhwar,827
UTTARAKHAND,54,Mazhabi,6038
UTTARAKHAND,55,Musahar,718
UTTARAKHAND,56,Nat,1177
UTTARAKHAND,57,Pankha,38
UTTARAKHAND,58,Parahiya,56
UTTARAKHAND,59,"Pasi,  Tarmali",19432
UTTARAKHAND,60,Patari,300
UTTARAKHAND,61,Saharya,88
UTTARAKHAND,62,Sanaurhiya,502
UTTARAKHAND,63,Sansiya,1412
UTTARAKHAND,64,Shilpkar,929267
UTTARAKHAND,65,Turaiha,4411
Haryana,1,Ad Dharmi,2256
Haryana,2,"Balmiki, Chura, Bhangi",938001
Haryana,3,Bangali,4727
Haryana,4,"Barar, Burar, Berar",1026
Haryana,5,"Batwal, Barwala",669
Haryana,6,"Bauria, Bawaria",74485
Haryana,7,Bazigar,138163
Haryana,8,Bhanjra,2349
Haryana,9,"Chamar, Jatia Chamar, Rehgar,  Raigar,  Ramdasi,  Ravidasi, Balahi, Batoi, Bhatoi, Bhambi, Chamar-Rohidas, Jatav, Jatava, Mochi, Ramdasia",2429137
Haryana,10,Chanal,181
Haryana,11,Dagi,349
Haryana,12,Darain,76
Haryana,13,"Deha, Dhaya, Dhea",22394
Haryana,14,Dhanak,581275
Haryana,15,"Dhogri, Dhangri, Siggi",1222
Haryana,16,"Dumna, Mahasha, Doom",27764
Haryana,17,Gagra,160
Haryana,18,"Gandhila, Gandil Gondola",507
Haryana,19,"Kabirpanthi, Julaha",52339
Haryana,20,Khatik,57825
Haryana,21,"Kori, Koli",99776
Haryana,22,"Marija, Marecha",334
Haryana,23,"Mazhabi, Mazhabi Sikh",141681
Haryana,24,"Megh, Meghwal",58975
Haryana,25,"Nat, Badi",15447
Haryana,26,Od,166161
Haryana,27,Pasi,51350
Haryana,28,Perna,1849
Haryana,29,Pherera,22
Haryana,30,Sanhai,301
Haryana,31,Sanhal,146
Haryana,32,"Sansi, Bhedkut, Manesh",50684
Haryana,33,Sansoi,61
Haryana,34,"Sapela, Sapera",22016
Haryana,35,Sarera,80
Haryana,36,"Sikligar, Bariya",20990
Haryana,37,Sirkiband,13665
Delhi,1,Adi-Dharmi,6201
Delhi,2,Agria,2771
Delhi,3,Aheria,18909
Delhi,4,Balai,98264
Delhi,5,Banjara,18739
Delhi,6,Bawaria,8164
Delhi,7,Bazigar,243
Delhi,8,Bhangi,11665
Delhi,9,Bhil,1773
Delhi,10,"Chamar,  Chanwar Chamar,  Jatya or Jatav Chamar,   Mochi,   Ramdasia,   Ravidasi,   Raidasi,   Rehgarh or Raigar",1075569
Delhi,11,Chohra (Sweeper),1638
Delhi,12,Chuhra (Balmiki),577281
Delhi,13,Dhanak or Dhanuk,76115
Delhi,14,Dhobi,177675
Delhi,15,Dom,3955
Delhi,16,Gharrami,674
Delhi,17,Julaha (Weaver),66186
Delhi,18,Kabirpanthi,5312
Delhi,19,Kachhandha,579
Delhi,20,Kanjar or Giarah,10120
Delhi,21,Khatik,198124
Delhi,22,Koli,198594
Delhi,23,Lalbegi,167
Delhi,24,Madari,134
Delhi,25,Mallah,92012
Delhi,26,Mazhabi,2829
Delhi,27,Meghwal,5687
Delhi,28,Naribut,2839
Delhi,29,"Nat (Rana), Badi",5916
Delhi,30,Pasi,59400
Delhi,31,Perna,1758
Delhi,32,Sansi or Bhedkut,23890
Delhi,33,Sapera,2111
Delhi,34,Sikligar,17307
Delhi,35,Singiwala or Kalbelia,990
Delhi,36,Sirkiband,7073
RAJASTHAN,1,Adi Dharmi,412
RAJASTHAN,2,Aheri,5567
RAJASTHAN,3,Badi,15833
RAJASTHAN,4,"Bagri, Bagdi",64334
RAJASTHAN,5,"Bairwa, Berwa",1260685
RAJASTHAN,6,Bajgar,911
RAJASTHAN,7,Balai,708518
RAJASTHAN,8,"Bansphor, Bansphod",9187
RAJASTHAN,9,Baori,402513
RAJASTHAN,10,"Bargi, Vargi, Birgi",12096
RAJASTHAN,11,Bawaria,62585
RAJASTHAN,12,"Bedia, Beria",4833
RAJASTHAN,13,Bhand,25714
RAJASTHAN,14,"Bhangi, Chura, Mehtar, Olgana,  Rukhi,  Malkana,  Halalkhor,  Lalbegi,  Balmiki,  Valmiki,  Korar,  Zadmalli",466313
RAJASTHAN,15,Bidakia,456
RAJASTHAN,16,Bola,2397
RAJASTHAN,17,"Chamar, Bhambhi, Bambhi, Bhambi, Jatia, Jatav, Jatava, Mochi, Raidas, Rohidas,  Regar,  Raigar, Ramdasia, Asadaru, Asodi, Chamadia,  Chambhar, Chamgar, Haralayya, Harali, Khalpa, Machigar, Mochigar,  Madar,  Madig,  Telegu Mochi,  Kamati Mochi, Ranigar, Rohit, Samgar",2491551
RAJASTHAN,18,Chandal,1415
RAJASTHAN,19,Dabgar,3169
RAJASTHAN,20,"Dhanak, Dhanuk",114159
RAJASTHAN,21,Dhankia,1447
RAJASTHAN,22,Dhobi,190273
RAJASTHAN,23,Dholi,134287
RAJASTHAN,24,"Dome, Dom",4507
RAJASTHAN,25,Gandia,382
RAJASTHAN,26,"Garancha, Gancha",11566
RAJASTHAN,27,"Garo, Garura, Gurda, Garoda",52652
RAJASTHAN,28,Gavaria,85741
RAJASTHAN,29,Godhi,438
RAJASTHAN,30,Jingar,53540
RAJASTHAN,31,"Kalbelia, Sapera",131911
RAJASTHAN,32,"Kamad, Kamadia",11871
RAJASTHAN,33,"Kanjar, Kunjar",53816
RAJASTHAN,34,Kapadia Sansi,2600
RAJASTHAN,35,Khangar,10263
RAJASTHAN,36,Khatik,381447
RAJASTHAN,37,"Koli, Kori",539920
RAJASTHAN,38,"Kooch Band, Kuchband",2921
RAJASTHAN,39,Koria,1770
RAJASTHAN,40,"Madari, Bazigar",43860
RAJASTHAN,41,"Mahar, Taral, Dhegumegu",1980
RAJASTHAN,42,"Mahyavanshi, Dhed, Dheda, Vankar,  Maru Vankar",1289
RAJASTHAN,43,Majhabi,158698
RAJASTHAN,44,"Mang, Matang, Minimadig",2089
RAJASTHAN,45,"Mang Garodi, Mang Garudi",55
RAJASTHAN,46,"Megh, Meghval, Meghwal,  Menghvar",3060418
RAJASTHAN,47,Mehar,79689
RAJASTHAN,48,"Nat, Nut",65904
RAJASTHAN,49,Pasi,4025
RAJASTHAN,50,Rawal,28651
RAJASTHAN,51,Salvi,85719
RAJASTHAN,52,Sansi,86514
RAJASTHAN,53,"Santia, Satia",12330
RAJASTHAN,54,Sarbhangi,563
RAJASTHAN,55,Sargara,138917
RAJASTHAN,56,Singiwala,15879
RAJASTHAN,57,"Thori, Nayak",839204
RAJASTHAN,58,"Tirgar, Tirbanda",5273
RAJASTHAN,59,Turi,4963
UTTAR PRADESH,1,Agariya (excluding Sonbhadra district),5803
UTTAR PRADESH,2,Badhik,9018
UTTAR PRADESH,3,Badi,11028
UTTAR PRADESH,4,Baheliya,143442
UTTAR PRADESH,5,Baiga (excluding Sonbhadra district),17387
UTTAR PRADESH,6,Baiswar,17920
UTTAR PRADESH,7,Bajaniya,2611
UTTAR PRADESH,8,Bajgi,886
UTTAR PRADESH,9,Balahar,5029
UTTAR PRADESH,10,Balai,1200
UTTAR PRADESH,11,Balmiki,1319241
UTTAR PRADESH,12,Bangali,38035
UTTAR PRADESH,13,Banmanus,24185
UTTAR PRADESH,14,Bansphor,59804
UTTAR PRADESH,15,Barwar,18105
UTTAR PRADESH,16,Basor,129885
UTTAR PRADESH,17,Bawariya,7223
UTTAR PRADESH,18,Beldar,189614
UTTAR PRADESH,19,Beriya,46755
UTTAR PRADESH,20,Bhantu,11807
UTTAR PRADESH,21,Bhuiya (excluding Sonbhadra district),4095
UTTAR PRADESH,22,Bhuyiar,28360
UTTAR PRADESH,23,Boria,4558
UTTAR PRADESH,24,"Chamar,  Dhusia,  Jhusia,  Jatava",22496047
UTTAR PRADESH,25,Chero (excluding Sonbhadra and Varanasi districts),596
UTTAR PRADESH,26,Dabgar,7000
UTTAR PRADESH,27,Dhangar,43806
UTTAR PRADESH,28,Dhanuk,651355
UTTAR PRADESH,29,Dharkar,113515
UTTAR PRADESH,30,Dhobi,2432610
UTTAR PRADESH,31,Dom,110353
UTTAR PRADESH,32,Domar,24581
UTTAR PRADESH,33,Dusadh,230593
UTTAR PRADESH,34,Gharami,37
UTTAR PRADESH,35,Ghasiya,5888
UTTAR PRADESH,36,"Gond (excluding Mehrajganj, Sidharth Nagar, Basti, Gorakhpur, Deoria, Mau, Azamgarh, Jonpur, Balia, Gazipur, Varanasi, Mirzapur and Sonbhadra districts)",21992
UTTAR PRADESH,37,Gual,340
UTTAR PRADESH,38,Habura,6015
UTTAR PRADESH,39,Hari,3643
UTTAR PRADESH,40,Hela,52314
UTTAR PRADESH,41,Kalabaz,11199
UTTAR PRADESH,42,Kanjar,115968
UTTAR PRADESH,43,Kapariya,20205
UTTAR PRADESH,44,Karwal,7183
UTTAR PRADESH,45,Khairaha,892
UTTAR PRADESH,46,"Kharwar [ (excluding Benbansi) (excluding Deoria, Balia, Gazipur, Varanasi and Sonbhadra districts) ]",14796
UTTAR PRADESH,47,Khatik,930554
UTTAR PRADESH,48,Khorot,1219
UTTAR PRADESH,49,Kol,422042
UTTAR PRADESH,50,Kori,2293937
UTTAR PRADESH,51,Korwa,1563
UTTAR PRADESH,52,Lalbegi,560
UTTAR PRADESH,53,Majhwar,23123
UTTAR PRADESH,54,Mazhabi,14192
UTTAR PRADESH,55,Musahar,257135
UTTAR PRADESH,56,Nat,214344
UTTAR PRADESH,57,Pankha (excluding Sonbhadra and Mirzapur districts),916
UTTAR PRADESH,58,Parahiya (excluding Sonbhadra district),2446
UTTAR PRADESH,59,"Pasi,  Tarmali",6522166
UTTAR PRADESH,60,Patari (excluding Sonbhadra district),366
UTTAR PRADESH,61,Rawat,213326
UTTAR PRADESH,62,Saharya (excluding Lalitpur district),23644
UTTAR PRADESH,63,Sanaurhiya,47
UTTAR PRADESH,64,Sansiya,5689
UTTAR PRADESH,65,Shilpkar,26706
UTTAR PRADESH,66,Turaiha,28055
Bihar,1,Bantar,135175
Bihar,2,Bauri,2233
Bihar,3,Bhogta,15103
Bihar,4,Bhuiya,716269
Bihar,5,Bhumij,1567
Bihar,6,"Chamar, Mochi, Chamar-Rabidas, Chamar-Ravidas, Chamar-Rohidas,  Charmarkar",4900048
Bihar,7,Chaupal,79728
Bihar,8,Dabgar,5488
Bihar,9,"Dhobi, Rajak",747528
Bihar,10,"Dom, Dhangad, Bansphor, Dharikar, Dharkar, Domra",194596
Bihar,11,"Dusadh, Dhari, Dharhi",4945165
Bihar,12,Ghasi,354
Bihar,13,Halalkhor,5435
Bihar,14,"Hari, Mehtar, Bhangi",207549
Bihar,15,Kanjar,2760
Bihar,16,Kurariar,10269
Bihar,17,Lalbegi,1039
Bihar,18,Musahar,2725114
Bihar,19,Nat,58819
Bihar,20,"Pan, Sawasi, Panr",2195
Bihar,21,Pasi,880738
Bihar,22,Rajwar,285485
Bihar,23,Turi,30497
SIKKIM,1,Damai (Nepali),8714
SIKKIM,2,"Kami (Nepali),  Lohar (Nepali)",17911
SIKKIM,3,Majhi (Nepali),338
SIKKIM,4,Sarki (Nepali),798
MANIPUR,1,"Dhupi, Dhobi",122
MANIPUR,2,Lois,85543
MANIPUR,3,"Muchi, Ravidas",190
MANIPUR,4,Namasudra,3747
MANIPUR,5,Patni,3664
MANIPUR,6,Sutradhar,92
MANIPUR,7,Yaithibi,1532
TRIPURA,1,Bagdi,510
TRIPURA,2,Bhuimali,272
TRIPURA,3,Bhunar,178
TRIPURA,4,"Chamar,  Muchi",13579
TRIPURA,5,Dandasi,5
TRIPURA,6,Dhenuar,65
TRIPURA,7,Dhoba,56513
TRIPURA,8,Dum,41
TRIPURA,9,Ghasi,204
TRIPURA,10,Gour,6854
TRIPURA,11,Gur,86
TRIPURA,12,Jalia Kaibarta,106849
TRIPURA,13,Kahar,357
TRIPURA,14,Kalindi,135
TRIPURA,15,Kan,27
TRIPURA,16,Kanda,2574
TRIPURA,17,Kanugh,49
TRIPURA,18,Keot,302
TRIPURA,19,Khadit,18
TRIPURA,20,Kharia,1409
TRIPURA,21,Koch,815
TRIPURA,22,Koir,102
TRIPURA,23,Kol,1079
TRIPURA,24,Kora,117
TRIPURA,25,Kotal,9
TRIPURA,26,Mahisyadas,153034
TRIPURA,27,Mali,55009
TRIPURA,28,Mehtor,1851
TRIPURA,29,Musahar,327
TRIPURA,30,Namasudra,215267
TRIPURA,31,Patni,7235
TRIPURA,32,Sabar,4429
TRIPURA,33,"Dhuli, Sabdakar, Badyakar",9344
TRIPURA,34,"Natta, Nat",1643
MEGHALAYA,1,Bansphor,250
MEGHALAYA,2,"Bhuinmali, Mali",383
MEGHALAYA,3,"Brittial Bania, Bania",308
MEGHALAYA,4,"Dhupi, Dhobi",598
MEGHALAYA,5,"Dugla, Dholi",57
MEGHALAYA,6,Hira,61
MEGHALAYA,7,Jalkeot,39
MEGHALAYA,8,"Jhalo, Malo, Jhalo-Malo",1895
MEGHALAYA,9,"Kaibartta, Jaliya",1143
MEGHALAYA,10,Lalbegi,10
MEGHALAYA,11,Mahara,26
MEGHALAYA,12,"Mehtar, Bhangi",541
MEGHALAYA,13,"Muchi, Rishi",1155
MEGHALAYA,14,Namasudra,3376
MEGHALAYA,15,Patni,1039
MEGHALAYA,16,Sutradhar,285
ASSAM,1,Bansphor,16359
ASSAM,2,"Bhuinmali, Mali",69535
ASSAM,3,"Brittial Bania, Bania",50598
ASSAM,4,"Dhupi, Dhobi",52431
ASSAM,5,"Dugla, Dholi",7991
ASSAM,6,Hira,55300
ASSAM,7,Jalkeot,24774
ASSAM,8,"Jhalo, Malo,  Jhalo-Malo",80376
ASSAM,9,"Kaibartta,  Jaliya",693219
ASSAM,10,Lalbegi,790
ASSAM,11,Mahara,1822
ASSAM,12,"Mehtar, Bhangi",8835
ASSAM,13,"Muchi, Rishi",77643
ASSAM,14,Namasudra,631542
ASSAM,15,Patni,181904
ASSAM,16,Sutradhar,66303
West Bengal,1,"Bagdi,  Duley",3058265
West Bengal,2,Bahelia,5692
West Bengal,3,Baiti,13753
West Bengal,4,Bantar,138
West Bengal,5,Bauri,1228635
West Bengal,6,Beldar,5261
West Bengal,7,Bhogta,18269
West Bengal,8,Bhuimali,84956
West Bengal,9,Bhuiya,140357
West Bengal,10,Bind,70426
West Bengal,11,"Chamar,  Charmakar,  Mochi,  Muchi,   Rabidas,   Ruidas,   Rishi",1039591
West Bengal,12,Chaupal,5974
West Bengal,13,Dabgar,252
West Bengal,14,Damai (Nepali),18314
West Bengal,15,"Dhoba,  Dhobi",385280
West Bengal,16,Doai,9436
West Bengal,17,"Dom,  Dhangad",352083
West Bengal,18,"Dosadh,  Dusadh,  Dhari,  Dharhi",65429
West Bengal,19,Ghasi,17909
West Bengal,20,Gonrhi,9687
West Bengal,21,Halalkhor,1174
West Bengal,22,"Hari, Mehtar,  Mehtor,  Bhangi, Balmiki",431257
